#    L    TT             EE             BB             TE             PP             TP             EP          
  2366   0.108493E+03   0.301632E+01   0.000000E+00  -0.776964E+01   0.923273E-09   0.615108E-06  -0.152703E-08
  2367   0.108392E+03   0.298922E+01   0.000000E+00  -0.769356E+01   0.922380E-09   0.620052E-06  -0.176395E-08
  2368   0.108287E+03   0.296256E+01   0.000000E+00  -0.761680E+01   0.921489E-09   0.624643E-06  -0.198747E-08
  2369   0.108177E+03   0.293634E+01   0.000000E+00  -0.753950E+01   0.920599E-09   0.628880E-06  -0.219768E-08
  2370   0.108062E+03   0.291058E+01   0.000000E+00  -0.746152E+01   0.919710E-09   0.632762E-06  -0.239465E-08
  2371   0.107944E+03   0.288527E+01   0.000000E+00  -0.738301E+01   0.918823E-09   0.636290E-06  -0.257847E-08
  2372   0.107820E+03   0.286042E+01   0.000000E+00  -0.730397E+01   0.917936E-09   0.639463E-06  -0.274922E-08
  2373   0.107693E+03   0.283603E+01   0.000000E+00  -0.722447E+01   0.917050E-09   0.642281E-06  -0.290698E-08
  2374   0.107561E+03   0.281211E+01   0.000000E+00  -0.714452E+01   0.916166E-09   0.644742E-06  -0.305183E-08
  2375   0.107424E+03   0.278866E+01   0.000000E+00  -0.706411E+01   0.915283E-09   0.646848E-06  -0.318385E-08
  2376   0.107283E+03   0.276568E+01   0.000000E+00  -0.698333E+01   0.914401E-09   0.648596E-06  -0.330313E-08
  2377   0.107137E+03   0.274318E+01   0.000000E+00  -0.690216E+01   0.913519E-09   0.649988E-06  -0.340975E-08
  2378   0.106987E+03   0.272116E+01   0.000000E+00  -0.682066E+01   0.912640E-09   0.651022E-06  -0.350378E-08
  2379   0.106833E+03   0.269962E+01   0.000000E+00  -0.673887E+01   0.911761E-09   0.651698E-06  -0.358530E-08
  2380   0.106674E+03   0.267858E+01   0.000000E+00  -0.665682E+01   0.910883E-09   0.652016E-06  -0.365441E-08
  2381   0.106511E+03   0.265801E+01   0.000000E+00  -0.657454E+01   0.910006E-09   0.651976E-06  -0.371118E-08
  2382   0.106343E+03   0.263793E+01   0.000000E+00  -0.649205E+01   0.909131E-09   0.651577E-06  -0.375569E-08
  2383   0.106170E+03   0.261835E+01   0.000000E+00  -0.640940E+01   0.908256E-09   0.650818E-06  -0.378802E-08
  2384   0.105993E+03   0.259926E+01   0.000000E+00  -0.632660E+01   0.907383E-09   0.649699E-06  -0.380825E-08
  2385   0.105813E+03   0.258066E+01   0.000000E+00  -0.624369E+01   0.906510E-09   0.648220E-06  -0.381647E-08
  2386   0.105627E+03   0.256256E+01   0.000000E+00  -0.616071E+01   0.905639E-09   0.646381E-06  -0.381276E-08
  2387   0.105437E+03   0.254496E+01   0.000000E+00  -0.607770E+01   0.904769E-09   0.644180E-06  -0.379719E-08
  2388   0.105243E+03   0.252786E+01   0.000000E+00  -0.599469E+01   0.903900E-09   0.641619E-06  -0.376985E-08
  2389   0.105045E+03   0.251127E+01   0.000000E+00  -0.591171E+01   0.903032E-09   0.638695E-06  -0.373083E-08
  2390   0.104842E+03   0.249517E+01   0.000000E+00  -0.582879E+01   0.902165E-09   0.635410E-06  -0.368019E-08
  2391   0.104635E+03   0.247957E+01   0.000000E+00  -0.574597E+01   0.901299E-09   0.631762E-06  -0.361803E-08
  2392   0.104425E+03   0.246449E+01   0.000000E+00  -0.566329E+01   0.900434E-09   0.627751E-06  -0.354442E-08
  2393   0.104209E+03   0.244990E+01   0.000000E+00  -0.558077E+01   0.899571E-09   0.623376E-06  -0.345945E-08
  2394   0.103990E+03   0.243582E+01   0.000000E+00  -0.549844E+01   0.898708E-09   0.618638E-06  -0.336319E-08
  2395   0.103767E+03   0.242225E+01   0.000000E+00  -0.541634E+01   0.897847E-09   0.613536E-06  -0.325573E-08
  2396   0.103540E+03   0.240917E+01   0.000000E+00  -0.533450E+01   0.896986E-09   0.608069E-06  -0.313715E-08
  2397   0.103310E+03   0.239660E+01   0.000000E+00  -0.525293E+01   0.896127E-09   0.602238E-06  -0.300753E-08
  2398   0.103074E+03   0.238453E+01   0.000000E+00  -0.517169E+01   0.895269E-09   0.596041E-06  -0.286694E-08
  2399   0.102836E+03   0.237296E+01   0.000000E+00  -0.509078E+01   0.894411E-09   0.589478E-06  -0.271549E-08
  2400   0.102593E+03   0.236188E+01   0.000000E+00  -0.501026E+01   0.893555E-09   0.582550E-06  -0.255323E-08
  2401   0.102346E+03   0.235130E+01   0.000000E+00  -0.493015E+01   0.892700E-09   0.575258E-06  -0.238043E-08
  2402   0.102096E+03   0.234122E+01   0.000000E+00  -0.485046E+01   0.891846E-09   0.567620E-06  -0.219800E-08
  2403   0.101842E+03   0.233163E+01   0.000000E+00  -0.477124E+01   0.890993E-09   0.559655E-06  -0.200702E-08
  2404   0.101585E+03   0.232254E+01   0.000000E+00  -0.469251E+01   0.890141E-09   0.551383E-06  -0.180858E-08
  2405   0.101323E+03   0.231394E+01   0.000000E+00  -0.461429E+01   0.889290E-09   0.542825E-06  -0.160376E-08
  2406   0.101058E+03   0.230583E+01   0.000000E+00  -0.453661E+01   0.888441E-09   0.534000E-06  -0.139366E-08
  2407   0.100790E+03   0.229821E+01   0.000000E+00  -0.445949E+01   0.887592E-09   0.524928E-06  -0.117934E-08
  2408   0.100518E+03   0.229106E+01   0.000000E+00  -0.438295E+01   0.886744E-09   0.515629E-06  -0.961900E-09
  2409   0.100243E+03   0.228440E+01   0.000000E+00  -0.430702E+01   0.885897E-09   0.506123E-06  -0.742421E-09
  2410   0.999643E+02   0.227822E+01   0.000000E+00  -0.423173E+01   0.885052E-09   0.496430E-06  -0.521989E-09
  2411   0.996827E+02   0.227252E+01   0.000000E+00  -0.415709E+01   0.884207E-09   0.486570E-06  -0.301688E-09
  2412   0.993970E+02   0.226728E+01   0.000000E+00  -0.408313E+01   0.883364E-09   0.476562E-06  -0.826018E-10
  2413   0.991087E+02   0.226252E+01   0.000000E+00  -0.400988E+01   0.882521E-09   0.466427E-06   0.134185E-09
  2414   0.988171E+02   0.225821E+01   0.000000E+00  -0.393734E+01   0.881680E-09   0.456185E-06   0.347587E-09
  2415   0.985222E+02   0.225438E+01   0.000000E+00  -0.386556E+01   0.880839E-09   0.445855E-06   0.556521E-09
  2416   0.982247E+02   0.225100E+01   0.000000E+00  -0.379454E+01   0.880000E-09   0.435457E-06   0.759901E-09
  2417   0.979238E+02   0.224807E+01   0.000000E+00  -0.372432E+01   0.879162E-09   0.425012E-06   0.956643E-09
  2418   0.976205E+02   0.224559E+01   0.000000E+00  -0.365493E+01   0.878324E-09   0.414539E-06   0.114566E-08
  2419   0.973138E+02   0.224357E+01   0.000000E+00  -0.358636E+01   0.877488E-09   0.404059E-06   0.132588E-08
  2420   0.970053E+02   0.224198E+01   0.000000E+00  -0.351865E+01   0.876653E-09   0.393590E-06   0.149620E-08
  2421   0.966935E+02   0.224083E+01   0.000000E+00  -0.345182E+01   0.875819E-09   0.383154E-06   0.165554E-08
  2422   0.963792E+02   0.224011E+01   0.000000E+00  -0.338589E+01   0.874985E-09   0.372769E-06   0.180283E-08
  2423   0.960631E+02   0.223982E+01   0.000000E+00  -0.332086E+01   0.874153E-09   0.362456E-06   0.193696E-08
  2424   0.957438E+02   0.223994E+01   0.000000E+00  -0.325678E+01   0.873322E-09   0.352236E-06   0.205687E-08
  2425   0.954227E+02   0.224050E+01   0.000000E+00  -0.319364E+01   0.872492E-09   0.342127E-06   0.216147E-08
  2426   0.950990E+02   0.224145E+01   0.000000E+00  -0.313148E+01   0.871663E-09   0.332149E-06   0.224966E-08
  2427   0.947729E+02   0.224281E+01   0.000000E+00  -0.307029E+01   0.870835E-09   0.322324E-06   0.232038E-08
  2428   0.944451E+02   0.224457E+01   0.000000E+00  -0.301011E+01   0.870008E-09   0.312669E-06   0.237252E-08
  2429   0.941155E+02   0.224672E+01   0.000000E+00  -0.295096E+01   0.869182E-09   0.303207E-06   0.240501E-08
  2430   0.937834E+02   0.224926E+01   0.000000E+00  -0.289283E+01   0.868357E-09   0.293955E-06   0.241677E-08
  2431   0.934496E+02   0.225218E+01   0.000000E+00  -0.283576E+01   0.867533E-09   0.284935E-06   0.240670E-08
  2432   0.931140E+02   0.225548E+01   0.000000E+00  -0.277975E+01   0.866710E-09   0.276166E-06   0.237373E-08
  2433   0.927768E+02   0.225915E+01   0.000000E+00  -0.272483E+01   0.865888E-09   0.267669E-06   0.231677E-08
  2434   0.924386E+02   0.226318E+01   0.000000E+00  -0.267100E+01   0.865067E-09   0.259462E-06   0.223473E-08
  2435   0.920980E+02   0.226757E+01   0.000000E+00  -0.261828E+01   0.864247E-09   0.251566E-06   0.212653E-08
  2436   0.917564E+02   0.227230E+01   0.000000E+00  -0.256669E+01   0.863428E-09   0.244002E-06   0.199109E-08
  2437   0.914131E+02   0.227737E+01   0.000000E+00  -0.251623E+01   0.862610E-09   0.236788E-06   0.182732E-08
  2438   0.910689E+02   0.228279E+01   0.000000E+00  -0.246692E+01   0.861793E-09   0.229945E-06   0.163413E-08
  2439   0.907230E+02   0.228852E+01   0.000000E+00  -0.241876E+01   0.860977E-09   0.223492E-06   0.141045E-08
  2440   0.903763E+02   0.229459E+01   0.000000E+00  -0.237178E+01   0.860162E-09   0.217451E-06   0.115519E-08
  2441   0.900286E+02   0.230096E+01   0.000000E+00  -0.232598E+01   0.859348E-09   0.211839E-06   0.867255E-09
  2442   0.896800E+02   0.230764E+01   0.000000E+00  -0.228136E+01   0.858535E-09   0.206679E-06   0.545572E-09
  2443   0.893297E+02   0.231462E+01   0.000000E+00  -0.223795E+01   0.857723E-09   0.201988E-06   0.189053E-09
  2444   0.889793E+02   0.232189E+01   0.000000E+00  -0.219574E+01   0.856912E-09   0.197788E-06  -0.203387E-09
  2445   0.886288E+02   0.232944E+01   0.000000E+00  -0.215476E+01   0.856102E-09   0.194099E-06  -0.632831E-09
  2446   0.882767E+02   0.233727E+01   0.000000E+00  -0.211500E+01   0.855293E-09   0.190939E-06  -0.110036E-08
  2447   0.879251E+02   0.234537E+01   0.000000E+00  -0.207648E+01   0.854485E-09   0.188330E-06  -0.160707E-08
  2448   0.875727E+02   0.235373E+01   0.000000E+00  -0.203920E+01   0.853678E-09   0.186290E-06  -0.215404E-08
  2449   0.872195E+02   0.236234E+01   0.000000E+00  -0.200317E+01   0.852872E-09   0.184841E-06  -0.274235E-08
  2450   0.868669E+02   0.237120E+01   0.000000E+00  -0.196838E+01   0.852067E-09   0.184001E-06  -0.337309E-08
  2451   0.865135E+02   0.238029E+01   0.000000E+00  -0.193486E+01   0.851263E-09   0.183785E-06  -0.404678E-08
  2452   0.861607E+02   0.238960E+01   0.000000E+00  -0.190260E+01   0.850459E-09   0.184177E-06  -0.476171E-08
  2453   0.858070E+02   0.239915E+01   0.000000E+00  -0.187162E+01   0.849657E-09   0.185157E-06  -0.551563E-08
  2454   0.854540E+02   0.240890E+01   0.000000E+00  -0.184191E+01   0.848856E-09   0.186703E-06  -0.630625E-08
  2455   0.851008E+02   0.241887E+01   0.000000E+00  -0.181347E+01   0.848056E-09   0.188795E-06  -0.713132E-08
  2456   0.847483E+02   0.242902E+01   0.000000E+00  -0.178632E+01   0.847257E-09   0.191412E-06  -0.798856E-08
  2457   0.843964E+02   0.243938E+01   0.000000E+00  -0.176043E+01   0.846458E-09   0.194533E-06  -0.887571E-08
  2458   0.840444E+02   0.244991E+01   0.000000E+00  -0.173584E+01   0.845661E-09   0.198136E-06  -0.979050E-08
  2459   0.836922E+02   0.246062E+01   0.000000E+00  -0.171253E+01   0.844864E-09   0.202200E-06  -0.107307E-07
  2460   0.833414E+02   0.247151E+01   0.000000E+00  -0.169050E+01   0.844069E-09   0.206705E-06  -0.116939E-07
  2461   0.829911E+02   0.248255E+01   0.000000E+00  -0.166975E+01   0.843275E-09   0.211629E-06  -0.126781E-07
  2462   0.826407E+02   0.249375E+01   0.000000E+00  -0.165029E+01   0.842481E-09   0.216952E-06  -0.136807E-07
  2463   0.822924E+02   0.250509E+01   0.000000E+00  -0.163211E+01   0.841689E-09   0.222652E-06  -0.146997E-07
  2464   0.819439E+02   0.251658E+01   0.000000E+00  -0.161520E+01   0.840897E-09   0.228708E-06  -0.157328E-07
  2465   0.815967E+02   0.252819E+01   0.000000E+00  -0.159957E+01   0.840107E-09   0.235100E-06  -0.167776E-07
  2466   0.812501E+02   0.253993E+01   0.000000E+00  -0.158521E+01   0.839317E-09   0.241806E-06  -0.178319E-07
  2467   0.809048E+02   0.255178E+01   0.000000E+00  -0.157212E+01   0.838528E-09   0.248805E-06  -0.188934E-07
  2468   0.805608E+02   0.256375E+01   0.000000E+00  -0.156030E+01   0.837740E-09   0.256077E-06  -0.199599E-07
  2469   0.802181E+02   0.257581E+01   0.000000E+00  -0.154973E+01   0.836954E-09   0.263599E-06  -0.210291E-07
  2470   0.798759E+02   0.258797E+01   0.000000E+00  -0.154043E+01   0.836168E-09   0.271352E-06  -0.220988E-07
  2471   0.795358E+02   0.260020E+01   0.000000E+00  -0.153236E+01   0.835383E-09   0.279313E-06  -0.231666E-07
  2472   0.791969E+02   0.261252E+01   0.000000E+00  -0.152554E+01   0.834599E-09   0.287463E-06  -0.242303E-07
  2473   0.788593E+02   0.262490E+01   0.000000E+00  -0.151996E+01   0.833816E-09   0.295780E-06  -0.252876E-07
  2474   0.785230E+02   0.263734E+01   0.000000E+00  -0.151561E+01   0.833034E-09   0.304242E-06  -0.263364E-07
  2475   0.781887E+02   0.264983E+01   0.000000E+00  -0.151249E+01   0.832253E-09   0.312830E-06  -0.273742E-07
  2476   0.778556E+02   0.266238E+01   0.000000E+00  -0.151057E+01   0.831473E-09   0.321521E-06  -0.283988E-07
  2477   0.775246E+02   0.267495E+01   0.000000E+00  -0.150986E+01   0.830693E-09   0.330295E-06  -0.294080E-07
  2478   0.771955E+02   0.268755E+01   0.000000E+00  -0.151035E+01   0.829915E-09   0.339131E-06  -0.303995E-07
  2479   0.768684E+02   0.270018E+01   0.000000E+00  -0.151202E+01   0.829138E-09   0.348008E-06  -0.313711E-07
  2480   0.765425E+02   0.271282E+01   0.000000E+00  -0.151486E+01   0.828361E-09   0.356905E-06  -0.323204E-07
  2481   0.762194E+02   0.272547E+01   0.000000E+00  -0.151886E+01   0.827586E-09   0.365800E-06  -0.332451E-07
  2482   0.758982E+02   0.273811E+01   0.000000E+00  -0.152402E+01   0.826811E-09   0.374673E-06  -0.341432E-07
  2483   0.755790E+02   0.275075E+01   0.000000E+00  -0.153031E+01   0.826037E-09   0.383502E-06  -0.350121E-07
  2484   0.752617E+02   0.276338E+01   0.000000E+00  -0.153773E+01   0.825265E-09   0.392267E-06  -0.358498E-07
  2485   0.749472E+02   0.277598E+01   0.000000E+00  -0.154627E+01   0.824493E-09   0.400947E-06  -0.366539E-07
  2486   0.746353E+02   0.278855E+01   0.000000E+00  -0.155591E+01   0.823722E-09   0.409520E-06  -0.374222E-07
  2487   0.743254E+02   0.280107E+01   0.000000E+00  -0.156664E+01   0.822952E-09   0.417966E-06  -0.381523E-07
  2488   0.740181E+02   0.281355E+01   0.000000E+00  -0.157845E+01   0.822183E-09   0.426263E-06  -0.388421E-07
  2489   0.737128E+02   0.282598E+01   0.000000E+00  -0.159133E+01   0.821415E-09   0.434390E-06  -0.394893E-07
  2490   0.734101E+02   0.283834E+01   0.000000E+00  -0.160525E+01   0.820648E-09   0.442327E-06  -0.400915E-07
  2491   0.731109E+02   0.285063E+01   0.000000E+00  -0.162020E+01   0.819881E-09   0.450052E-06  -0.406465E-07
  2492   0.728136E+02   0.286285E+01   0.000000E+00  -0.163618E+01   0.819116E-09   0.457544E-06  -0.411521E-07
  2493   0.725189E+02   0.287498E+01   0.000000E+00  -0.165316E+01   0.818352E-09   0.464783E-06  -0.416060E-07
  2494   0.722272E+02   0.288703E+01   0.000000E+00  -0.167113E+01   0.817588E-09   0.471747E-06  -0.420060E-07
  2495   0.719383E+02   0.289897E+01   0.000000E+00  -0.169006E+01   0.816825E-09   0.478415E-06  -0.423496E-07
  2496   0.716523E+02   0.291081E+01   0.000000E+00  -0.170996E+01   0.816064E-09   0.484766E-06  -0.426348E-07
  2497   0.713691E+02   0.292254E+01   0.000000E+00  -0.173078E+01   0.815303E-09   0.490780E-06  -0.428592E-07
  2498   0.710890E+02   0.293415E+01   0.000000E+00  -0.175253E+01   0.814543E-09   0.496434E-06  -0.430205E-07
  2499   0.708117E+02   0.294563E+01   0.000000E+00  -0.177518E+01   0.813784E-09   0.501709E-06  -0.431166E-07
  2500   0.705375E+02   0.295697E+01   0.000000E+00  -0.179872E+01   0.813025E-09   0.506582E-06  -0.431450E-07
  2501   0.702664E+02   0.296818E+01   0.000000E+00  -0.182312E+01   0.812268E-09   0.511039E-06  -0.431044E-07
  2502   0.699984E+02   0.297923E+01   0.000000E+00  -0.184837E+01   0.811512E-09   0.515087E-06  -0.429967E-07
  2503   0.697335E+02   0.299012E+01   0.000000E+00  -0.187446E+01   0.810756E-09   0.518739E-06  -0.428245E-07
  2504   0.694718E+02   0.300086E+01   0.000000E+00  -0.190137E+01   0.810002E-09   0.522007E-06  -0.425906E-07
  2505   0.692133E+02   0.301144E+01   0.000000E+00  -0.192908E+01   0.809248E-09   0.524905E-06  -0.422976E-07
  2506   0.689579E+02   0.302184E+01   0.000000E+00  -0.195758E+01   0.808495E-09   0.527445E-06  -0.419483E-07
  2507   0.687060E+02   0.303206E+01   0.000000E+00  -0.198683E+01   0.807744E-09   0.529640E-06  -0.415453E-07
  2508   0.684573E+02   0.304211E+01   0.000000E+00  -0.201685E+01   0.806993E-09   0.531503E-06  -0.410913E-07
  2509   0.682118E+02   0.305198E+01   0.000000E+00  -0.204759E+01   0.806242E-09   0.533047E-06  -0.405891E-07
  2510   0.679698E+02   0.306164E+01   0.000000E+00  -0.207904E+01   0.805493E-09   0.534285E-06  -0.400413E-07
  2511   0.677311E+02   0.307112E+01   0.000000E+00  -0.211120E+01   0.804745E-09   0.535230E-06  -0.394507E-07
  2512   0.674959E+02   0.308040E+01   0.000000E+00  -0.214402E+01   0.803997E-09   0.535894E-06  -0.388199E-07
  2513   0.672640E+02   0.308946E+01   0.000000E+00  -0.217751E+01   0.803251E-09   0.536290E-06  -0.381516E-07
  2514   0.670356E+02   0.309832E+01   0.000000E+00  -0.221163E+01   0.802505E-09   0.536432E-06  -0.374486E-07
  2515   0.668107E+02   0.310697E+01   0.000000E+00  -0.224638E+01   0.801760E-09   0.536332E-06  -0.367135E-07
  2516   0.665893E+02   0.311539E+01   0.000000E+00  -0.228172E+01   0.801017E-09   0.536003E-06  -0.359490E-07
  2517   0.663713E+02   0.312358E+01   0.000000E+00  -0.231764E+01   0.800274E-09   0.535458E-06  -0.351579E-07
  2518   0.661567E+02   0.313155E+01   0.000000E+00  -0.235413E+01   0.799531E-09   0.534709E-06  -0.343427E-07
  2519   0.659457E+02   0.313929E+01   0.000000E+00  -0.239115E+01   0.798790E-09   0.533770E-06  -0.335063E-07
  2520   0.657382E+02   0.314678E+01   0.000000E+00  -0.242870E+01   0.798050E-09   0.532654E-06  -0.326514E-07
  2521   0.655342E+02   0.315404E+01   0.000000E+00  -0.246674E+01   0.797310E-09   0.531373E-06  -0.317805E-07
  2522   0.653337E+02   0.316106E+01   0.000000E+00  -0.250527E+01   0.796572E-09   0.529940E-06  -0.308965E-07
  2523   0.651368E+02   0.316783E+01   0.000000E+00  -0.254425E+01   0.795834E-09   0.528369E-06  -0.300020E-07
  2524   0.649434E+02   0.317434E+01   0.000000E+00  -0.258366E+01   0.795097E-09   0.526671E-06  -0.290997E-07
  2525   0.647536E+02   0.318060E+01   0.000000E+00  -0.262349E+01   0.794361E-09   0.524860E-06  -0.281923E-07
  2526   0.645673E+02   0.318660E+01   0.000000E+00  -0.266371E+01   0.793626E-09   0.522949E-06  -0.272825E-07
  2527   0.643845E+02   0.319235E+01   0.000000E+00  -0.270431E+01   0.792892E-09   0.520950E-06  -0.263731E-07
  2528   0.642054E+02   0.319783E+01   0.000000E+00  -0.274526E+01   0.792158E-09   0.518877E-06  -0.254666E-07
  2529   0.640298E+02   0.320304E+01   0.000000E+00  -0.278652E+01   0.791426E-09   0.516742E-06  -0.245659E-07
  2530   0.638577E+02   0.320798E+01   0.000000E+00  -0.282810E+01   0.790694E-09   0.514558E-06  -0.236735E-07
  2531   0.636892E+02   0.321266E+01   0.000000E+00  -0.286997E+01   0.789963E-09   0.512338E-06  -0.227923E-07
  2532   0.635242E+02   0.321706E+01   0.000000E+00  -0.291209E+01   0.789233E-09   0.510095E-06  -0.219249E-07
  2533   0.633627E+02   0.322117E+01   0.000000E+00  -0.295445E+01   0.788504E-09   0.507842E-06  -0.210740E-07
  2534   0.632049E+02   0.322502E+01   0.000000E+00  -0.299703E+01   0.787776E-09   0.505592E-06  -0.202423E-07
  2535   0.630504E+02   0.322857E+01   0.000000E+00  -0.303981E+01   0.787049E-09   0.503357E-06  -0.194324E-07
  2536   0.628994E+02   0.323184E+01   0.000000E+00  -0.308275E+01   0.786322E-09   0.501151E-06  -0.186472E-07
  2537   0.627520E+02   0.323482E+01   0.000000E+00  -0.312586E+01   0.785597E-09   0.498985E-06  -0.178893E-07
  2538   0.626079E+02   0.323751E+01   0.000000E+00  -0.316909E+01   0.784872E-09   0.496874E-06  -0.171614E-07
  2539   0.624674E+02   0.323991E+01   0.000000E+00  -0.321243E+01   0.784148E-09   0.494830E-06  -0.164661E-07
