#    L    TT             EE             TE             PP             TP          
  1731   0.406936E+03   0.931527E+01  -0.283676E+02   0.851941E+05   0.620850E+01
  1732   0.406992E+03   0.921150E+01  -0.280728E+02   0.850909E+05   0.624207E+01
  1733   0.407027E+03   0.910951E+01  -0.277740E+02   0.849879E+05   0.627586E+01
  1734   0.407040E+03   0.900924E+01  -0.274713E+02   0.848850E+05   0.630990E+01
  1735   0.407031E+03   0.891074E+01  -0.271648E+02   0.847823E+05   0.634419E+01
  1736   0.407001E+03   0.881409E+01  -0.268548E+02   0.846798E+05   0.637874E+01
  1737   0.406950E+03   0.871929E+01  -0.265413E+02   0.845775E+05   0.641359E+01
  1738   0.406876E+03   0.862634E+01  -0.262247E+02   0.844753E+05   0.644873E+01
  1739   0.406781E+03   0.853530E+01  -0.259049E+02   0.843733E+05   0.648419E+01
  1740   0.406664E+03   0.844617E+01  -0.255821E+02   0.842715E+05   0.651998E+01
  1741   0.406525E+03   0.835894E+01  -0.252566E+02   0.841698E+05   0.655611E+01
  1742   0.406364E+03   0.827369E+01  -0.249284E+02   0.840683E+05   0.659260E+01
  1743   0.406180E+03   0.819035E+01  -0.245978E+02   0.839670E+05   0.662946E+01
  1744   0.405973E+03   0.810904E+01  -0.242647E+02   0.838658E+05   0.666672E+01
  1745   0.405745E+03   0.802971E+01  -0.239294E+02   0.837648E+05   0.670437E+01
  1746   0.405493E+03   0.795241E+01  -0.235921E+02   0.836640E+05   0.674245E+01
  1747   0.405218E+03   0.787708E+01  -0.232528E+02   0.835634E+05   0.678096E+01
  1748   0.404921E+03   0.780385E+01  -0.229118E+02   0.834629E+05   0.681992E+01
  1749   0.404599E+03   0.773264E+01  -0.225691E+02   0.833626E+05   0.685934E+01
  1750   0.404256E+03   0.766346E+01  -0.222250E+02   0.832624E+05   0.689924E+01
  1751   0.403889E+03   0.759638E+01  -0.218795E+02   0.831624E+05   0.693961E+01
  1752   0.403499E+03   0.753138E+01  -0.215330E+02   0.830626E+05   0.698037E+01
  1753   0.403087E+03   0.746847E+01  -0.211854E+02   0.829629E+05   0.702142E+01
  1754   0.402651E+03   0.740765E+01  -0.208369E+02   0.828635E+05   0.706266E+01
  1755   0.402192E+03   0.734897E+01  -0.204877E+02   0.827641E+05   0.710398E+01
  1756   0.401711E+03   0.729237E+01  -0.201379E+02   0.826650E+05   0.714527E+01
  1757   0.401206E+03   0.723790E+01  -0.197876E+02   0.825660E+05   0.718645E+01
  1758   0.400679E+03   0.718550E+01  -0.194370E+02   0.824671E+05   0.722740E+01
  1759   0.400128E+03   0.713528E+01  -0.190863E+02   0.823685E+05   0.726801E+01
  1760   0.399555E+03   0.708717E+01  -0.187354E+02   0.822700E+05   0.730820E+01
  1761   0.398959E+03   0.704117E+01  -0.183847E+02   0.821716E+05   0.734785E+01
  1762   0.398340E+03   0.699730E+01  -0.180341E+02   0.820734E+05   0.738686E+01
  1763   0.397699E+03   0.695555E+01  -0.176839E+02   0.819754E+05   0.742514E+01
  1764   0.397035E+03   0.691592E+01  -0.173343E+02   0.818775E+05   0.746257E+01
  1765   0.396350E+03   0.687841E+01  -0.169852E+02   0.817798E+05   0.749905E+01
  1766   0.395643E+03   0.684303E+01  -0.166370E+02   0.816823E+05   0.753449E+01
  1767   0.394914E+03   0.680977E+01  -0.162897E+02   0.815849E+05   0.756877E+01
  1768   0.394163E+03   0.677862E+01  -0.159435E+02   0.814877E+05   0.760180E+01
  1769   0.393392E+03   0.674959E+01  -0.155985E+02   0.813906E+05   0.763348E+01
  1770   0.392600E+03   0.672266E+01  -0.152548E+02   0.812937E+05   0.766369E+01
  1771   0.391786E+03   0.669783E+01  -0.149127E+02   0.811970E+05   0.769234E+01
  1772   0.390952E+03   0.667508E+01  -0.145721E+02   0.811004E+05   0.771932E+01
  1773   0.390098E+03   0.665441E+01  -0.142333E+02   0.810040E+05   0.774454E+01
  1774   0.389222E+03   0.663581E+01  -0.138963E+02   0.809077E+05   0.776789E+01
  1775   0.388328E+03   0.661928E+01  -0.135613E+02   0.808116E+05   0.778926E+01
  1776   0.387413E+03   0.660480E+01  -0.132285E+02   0.807157E+05   0.780856E+01
  1777   0.386478E+03   0.659236E+01  -0.128978E+02   0.806199E+05   0.782567E+01
  1778   0.385524E+03   0.658194E+01  -0.125695E+02   0.805242E+05   0.784051E+01
  1779   0.384551E+03   0.657353E+01  -0.122437E+02   0.804288E+05   0.785295E+01
  1780   0.383559E+03   0.656713E+01  -0.119205E+02   0.803334E+05   0.786292E+01
  1781   0.382548E+03   0.656271E+01  -0.116000E+02   0.802383E+05   0.787029E+01
  1782   0.381519E+03   0.656026E+01  -0.112824E+02   0.801433E+05   0.787496E+01
  1783   0.380471E+03   0.655978E+01  -0.109677E+02   0.800484E+05   0.787685E+01
  1784   0.379407E+03   0.656122E+01  -0.106561E+02   0.799537E+05   0.787583E+01
  1785   0.378324E+03   0.656459E+01  -0.103478E+02   0.798591E+05   0.787181E+01
  1786   0.377225E+03   0.656986E+01  -0.100426E+02   0.797648E+05   0.786469E+01
  1787   0.376109E+03   0.657701E+01  -0.974099E+01   0.796705E+05   0.785436E+01
  1788   0.374976E+03   0.658603E+01  -0.944280E+01   0.795764E+05   0.784072E+01
  1789   0.373827E+03   0.659689E+01  -0.914833E+01   0.794825E+05   0.782366E+01
  1790   0.372663E+03   0.660958E+01  -0.885751E+01   0.793887E+05   0.780309E+01
  1791   0.371483E+03   0.662407E+01  -0.857056E+01   0.792951E+05   0.777891E+01
  1792   0.370287E+03   0.664033E+01  -0.828754E+01   0.792016E+05   0.775100E+01
  1793   0.369077E+03   0.665835E+01  -0.800860E+01   0.791083E+05   0.771926E+01
  1794   0.367852E+03   0.667810E+01  -0.773380E+01   0.790151E+05   0.768361E+01
  1795   0.366613E+03   0.669956E+01  -0.746321E+01   0.789221E+05   0.764392E+01
  1796   0.365359E+03   0.672269E+01  -0.719691E+01   0.788292E+05   0.760010E+01
  1797   0.364092E+03   0.674749E+01  -0.693510E+01   0.787365E+05   0.755204E+01
  1798   0.362811E+03   0.677390E+01  -0.667786E+01   0.786439E+05   0.749964E+01
  1799   0.361519E+03   0.680193E+01  -0.642511E+01   0.785515E+05   0.744281E+01
  1800   0.360213E+03   0.683152E+01  -0.617713E+01   0.784592E+05   0.738143E+01
  1801   0.358896E+03   0.686267E+01  -0.593392E+01   0.783671E+05   0.731548E+01
  1802   0.357568E+03   0.689534E+01  -0.569557E+01   0.782751E+05   0.724521E+01
  1803   0.356228E+03   0.692951E+01  -0.546215E+01   0.781833E+05   0.717096E+01
  1804   0.354878E+03   0.696515E+01  -0.523375E+01   0.780916E+05   0.709306E+01
  1805   0.353518E+03   0.700223E+01  -0.501039E+01   0.780001E+05   0.701185E+01
  1806   0.352148E+03   0.704072E+01  -0.479217E+01   0.779087E+05   0.692764E+01
  1807   0.350768E+03   0.708060E+01  -0.457912E+01   0.778175E+05   0.684078E+01
  1808   0.349379E+03   0.712183E+01  -0.437130E+01   0.777264E+05   0.675160E+01
  1809   0.347981E+03   0.716439E+01  -0.416879E+01   0.776354E+05   0.666042E+01
  1810   0.346575E+03   0.720825E+01  -0.397164E+01   0.775446E+05   0.656759E+01
  1811   0.345161E+03   0.725338E+01  -0.377989E+01   0.774540E+05   0.647342E+01
  1812   0.343738E+03   0.729974E+01  -0.359358E+01   0.773635E+05   0.637827E+01
  1813   0.342309E+03   0.734731E+01  -0.341276E+01   0.772731E+05   0.628245E+01
  1814   0.340872E+03   0.739605E+01  -0.323748E+01   0.771829E+05   0.618629E+01
  1815   0.339429E+03   0.744593E+01  -0.306777E+01   0.770928E+05   0.609014E+01
  1816   0.337981E+03   0.749693E+01  -0.290367E+01   0.770029E+05   0.599432E+01
  1817   0.336527E+03   0.754901E+01  -0.274525E+01   0.769131E+05   0.589916E+01
  1818   0.335067E+03   0.760213E+01  -0.259250E+01   0.768235E+05   0.580500E+01
  1819   0.333603E+03   0.765627E+01  -0.244548E+01   0.767340E+05   0.571217E+01
  1820   0.332135E+03   0.771138E+01  -0.230421E+01   0.766446E+05   0.562099E+01
  1821   0.330662E+03   0.776741E+01  -0.216871E+01   0.765554E+05   0.553181E+01
  1822   0.329187E+03   0.782440E+01  -0.203902E+01   0.764664E+05   0.544495E+01
  1823   0.327707E+03   0.788227E+01  -0.191517E+01   0.763774E+05   0.536074E+01
  1824   0.326225E+03   0.794092E+01  -0.179718E+01   0.762887E+05   0.527953E+01
  1825   0.324741E+03   0.800038E+01  -0.168505E+01   0.762000E+05   0.520163E+01
  1826   0.323255E+03   0.806069E+01  -0.157881E+01   0.761115E+05   0.512738E+01
  1827   0.321767E+03   0.812165E+01  -0.147845E+01   0.760232E+05   0.505711E+01
  1828   0.320278E+03   0.818333E+01  -0.138397E+01   0.759349E+05   0.499116E+01
  1829   0.318789E+03   0.824571E+01  -0.129540E+01   0.758469E+05   0.492985E+01
  1830   0.317299E+03   0.830874E+01  -0.121274E+01   0.757589E+05   0.487353E+01
  1831   0.315811E+03   0.837232E+01  -0.113598E+01   0.756711E+05   0.482251E+01
  1832   0.314324E+03   0.843647E+01  -0.106512E+01   0.755835E+05   0.477713E+01
  1833   0.312837E+03   0.850109E+01  -0.100017E+01   0.754959E+05   0.473773E+01
  1834   0.311353E+03   0.856628E+01  -0.941112E+00   0.754086E+05   0.470464E+01
  1835   0.309870E+03   0.863187E+01  -0.887943E+00   0.753213E+05   0.467818E+01
  1836   0.308390E+03   0.869787E+01  -0.840652E+00   0.752342E+05   0.465869E+01
  1837   0.306913E+03   0.876427E+01  -0.799237E+00   0.751473E+05   0.464650E+01
  1838   0.305439E+03   0.883100E+01  -0.763685E+00   0.750604E+05   0.464195E+01
  1839   0.303968E+03   0.889805E+01  -0.733982E+00   0.749737E+05   0.464536E+01
  1840   0.302502E+03   0.896536E+01  -0.710099E+00   0.748872E+05   0.465707E+01
  1841   0.301039E+03   0.903291E+01  -0.692014E+00   0.748008E+05   0.467741E+01
  1842   0.299582E+03   0.910057E+01  -0.679697E+00   0.747145E+05   0.470670E+01
  1843   0.298130E+03   0.916847E+01  -0.673128E+00   0.746283E+05   0.474529E+01
  1844   0.296683E+03   0.923646E+01  -0.672283E+00   0.745423E+05   0.479351E+01
  1845   0.295243E+03   0.930448E+01  -0.677128E+00   0.744565E+05   0.485168E+01
  1846   0.293809E+03   0.937259E+01  -0.687639E+00   0.743707E+05   0.492014E+01
  1847   0.292382E+03   0.944071E+01  -0.703781E+00   0.742851E+05   0.499922E+01
  1848   0.290961E+03   0.950878E+01  -0.725509E+00   0.741997E+05   0.508925E+01
  1849   0.289549E+03   0.957679E+01  -0.752795E+00   0.741143E+05   0.519057E+01
  1850   0.288144E+03   0.964466E+01  -0.785594E+00   0.740291E+05   0.530350E+01
  1851   0.286747E+03   0.971240E+01  -0.823885E+00   0.739441E+05   0.542824E+01
  1852   0.285359E+03   0.977992E+01  -0.867622E+00   0.738591E+05   0.556442E+01
  1853   0.283979E+03   0.984732E+01  -0.916759E+00   0.737743E+05   0.571152E+01
  1854   0.282609E+03   0.991436E+01  -0.971242E+00   0.736897E+05   0.586905E+01
  1855   0.281248E+03   0.998119E+01  -0.103100E+01   0.736051E+05   0.603649E+01
  1856   0.279897E+03   0.100477E+02  -0.109600E+01   0.735207E+05   0.621334E+01
  1857   0.278556E+03   0.101139E+02  -0.116618E+01   0.734364E+05   0.639908E+01
  1858   0.277225E+03   0.101797E+02  -0.124148E+01   0.733523E+05   0.659321E+01
  1859   0.275905E+03   0.102451E+02  -0.132184E+01   0.732683E+05   0.679521E+01
  1860   0.274597E+03   0.103101E+02  -0.140720E+01   0.731844E+05   0.700458E+01
  1861   0.273299E+03   0.103746E+02  -0.149750E+01   0.731007E+05   0.722082E+01
  1862   0.272014E+03   0.104386E+02  -0.159267E+01   0.730171E+05   0.744340E+01
  1863   0.270740E+03   0.105021E+02  -0.169265E+01   0.729336E+05   0.767183E+01
  1864   0.269479E+03   0.105652E+02  -0.179738E+01   0.728502E+05   0.790559E+01
  1865   0.268230E+03   0.106275E+02  -0.190678E+01   0.727670E+05   0.814417E+01
  1866   0.266992E+03   0.106893E+02  -0.202079E+01   0.726839E+05   0.838707E+01
  1867   0.265769E+03   0.107505E+02  -0.213934E+01   0.726009E+05   0.863378E+01
  1868   0.264559E+03   0.108110E+02  -0.226234E+01   0.725181E+05   0.888379E+01
  1869   0.263361E+03   0.108708E+02  -0.238973E+01   0.724354E+05   0.913659E+01
  1870   0.262178E+03   0.109299E+02  -0.252141E+01   0.723528E+05   0.939166E+01
  1871   0.261009E+03   0.109882E+02  -0.265731E+01   0.722704E+05   0.964852E+01
  1872   0.259853E+03   0.110458E+02  -0.279735E+01   0.721880E+05   0.990663E+01
  1873   0.258712E+03   0.111027E+02  -0.294144E+01   0.721058E+05   0.101655E+02
  1874   0.257585E+03   0.111586E+02  -0.308951E+01   0.720238E+05   0.104246E+02
  1875   0.256474E+03   0.112137E+02  -0.324145E+01   0.719418E+05   0.106835E+02
  1876   0.255377E+03   0.112679E+02  -0.339719E+01   0.718600E+05   0.109415E+02
  1877   0.254296E+03   0.113213E+02  -0.355662E+01   0.717783E+05   0.111983E+02
  1878   0.253230E+03   0.113738E+02  -0.371967E+01   0.716968E+05   0.114534E+02
  1879   0.252179E+03   0.114252E+02  -0.388624E+01   0.716153E+05   0.117061E+02
  1880   0.251144E+03   0.114758E+02  -0.405624E+01   0.715340E+05   0.119560E+02
  1881   0.250125E+03   0.115253E+02  -0.422958E+01   0.714528E+05   0.122026E+02
  1882   0.249122E+03   0.115738E+02  -0.440616E+01   0.713718E+05   0.124453E+02
  1883   0.248136E+03   0.116213E+02  -0.458589E+01   0.712908E+05   0.126838E+02
  1884   0.247165E+03   0.116678E+02  -0.476867E+01   0.712100E+05   0.129174E+02
  1885   0.246210E+03   0.117131E+02  -0.495443E+01   0.711293E+05   0.131456E+02
  1886   0.245273E+03   0.117573E+02  -0.514304E+01   0.710488E+05   0.133680E+02
  1887   0.244352E+03   0.118004E+02  -0.533443E+01   0.709683E+05   0.135840E+02
  1888   0.243448E+03   0.118423E+02  -0.552849E+01   0.708880E+05   0.137931E+02
  1889   0.242561E+03   0.118831E+02  -0.572510E+01   0.708078E+05   0.139949E+02
  1890   0.241690E+03   0.119227E+02  -0.592416E+01   0.707278E+05   0.141887E+02
  1891   0.240837E+03   0.119611E+02  -0.612557E+01   0.706478E+05   0.143742E+02
  1892   0.240001E+03   0.119983E+02  -0.632920E+01   0.705680E+05   0.145507E+02
  1893   0.239183E+03   0.120342E+02  -0.653496E+01   0.704883E+05   0.147178E+02
  1894   0.238382E+03   0.120689E+02  -0.674274E+01   0.704087E+05   0.148750E+02
  1895   0.237598E+03   0.121024E+02  -0.695242E+01   0.703293E+05   0.150218E+02
  1896   0.236832E+03   0.121346E+02  -0.716390E+01   0.702499E+05   0.151576E+02
  1897   0.236084E+03   0.121655E+02  -0.737709E+01   0.701707E+05   0.152820E+02
  1898   0.235353E+03   0.121950E+02  -0.759188E+01   0.700916E+05   0.153943E+02
  1899   0.234640E+03   0.122232E+02  -0.780816E+01   0.700126E+05   0.154942E+02
  1900   0.233945E+03   0.122501E+02  -0.802583E+01   0.699338E+05   0.155812E+02
  1901   0.233266E+03   0.122757E+02  -0.824478E+01   0.698550E+05   0.156548E+02
  1902   0.232606E+03   0.122998E+02  -0.846491E+01   0.697764E+05   0.157153E+02
  1903   0.231964E+03   0.123226E+02  -0.868611E+01   0.696979E+05   0.157633E+02
  1904   0.231339E+03   0.123439E+02  -0.890836E+01   0.696196E+05   0.157990E+02
  1905   0.230732E+03   0.123639E+02  -0.913143E+01   0.695413E+05   0.158230E+02
  1906   0.230143E+03   0.123825E+02  -0.935530E+01   0.694632E+05   0.158357E+02
  1907   0.229572E+03   0.123996E+02  -0.957991E+01   0.693851E+05   0.158376E+02
  1908   0.229017E+03   0.124154E+02  -0.980505E+01   0.693072E+05   0.158290E+02
  1909   0.228481E+03   0.124297E+02  -0.100307E+02   0.692295E+05   0.158105E+02
  1910   0.227963E+03   0.124426E+02  -0.102568E+02   0.691518E+05   0.157824E+02
  1911   0.227461E+03   0.124540E+02  -0.104831E+02   0.690742E+05   0.157452E+02
  1912   0.226977E+03   0.124641E+02  -0.107097E+02   0.689968E+05   0.156994E+02
  1913   0.226511E+03   0.124726E+02  -0.109363E+02   0.689195E+05   0.156453E+02
  1914   0.226061E+03   0.124797E+02  -0.111629E+02   0.688423E+05   0.155834E+02
  1915   0.225629E+03   0.124854E+02  -0.113895E+02   0.687652E+05   0.155142E+02
  1916   0.225214E+03   0.124895E+02  -0.116159E+02   0.686883E+05   0.154380E+02
  1917   0.224816E+03   0.124922E+02  -0.118419E+02   0.686114E+05   0.153554E+02
  1918   0.224435E+03   0.124934E+02  -0.120676E+02   0.685347E+05   0.152667E+02
  1919   0.224071E+03   0.124933E+02  -0.122927E+02   0.684581E+05   0.151725E+02
  1920   0.223723E+03   0.124916E+02  -0.125173E+02   0.683816E+05   0.150730E+02
  1921   0.223392E+03   0.124886E+02  -0.127412E+02   0.683052E+05   0.149689E+02
  1922   0.223078E+03   0.124840E+02  -0.129643E+02   0.682289E+05   0.148605E+02
  1923   0.222780E+03   0.124780E+02  -0.131864E+02   0.681528E+05   0.147482E+02
  1924   0.222499E+03   0.124706E+02  -0.134077E+02   0.680767E+05   0.146325E+02
  1925   0.222233E+03   0.124618E+02  -0.136278E+02   0.680008E+05   0.145139E+02
  1926   0.221983E+03   0.124515E+02  -0.138468E+02   0.679250E+05   0.143927E+02
  1927   0.221750E+03   0.124398E+02  -0.140645E+02   0.678493E+05   0.142695E+02
  1928   0.221532E+03   0.124267E+02  -0.142809E+02   0.677737E+05   0.141446E+02
  1929   0.221329E+03   0.124121E+02  -0.144958E+02   0.676982E+05   0.140184E+02
  1930   0.221142E+03   0.123962E+02  -0.147092E+02   0.676229E+05   0.138915E+02
  1931   0.220970E+03   0.123788E+02  -0.149209E+02   0.675476E+05   0.137643E+02
  1932   0.220812E+03   0.123601E+02  -0.151309E+02   0.674725E+05   0.136372E+02
  1933   0.220669E+03   0.123399E+02  -0.153391E+02   0.673975E+05   0.135106E+02
  1934   0.220541E+03   0.123184E+02  -0.155455E+02   0.673225E+05   0.133850E+02
  1935   0.220427E+03   0.122955E+02  -0.157498E+02   0.672477E+05   0.132608E+02
  1936   0.220327E+03   0.122712E+02  -0.159521E+02   0.671731E+05   0.131384E+02
  1937   0.220241E+03   0.122455E+02  -0.161521E+02   0.670985E+05   0.130184E+02
  1938   0.220169E+03   0.122186E+02  -0.163500E+02   0.670240E+05   0.129011E+02
  1939   0.220111E+03   0.121903E+02  -0.165455E+02   0.669497E+05   0.127869E+02
  1940   0.220065E+03   0.121606E+02  -0.167387E+02   0.668754E+05   0.126764E+02
  1941   0.220032E+03   0.121297E+02  -0.169294E+02   0.668013E+05   0.125699E+02
  1942   0.220012E+03   0.120975E+02  -0.171175E+02   0.667273E+05   0.124679E+02
  1943   0.220006E+03   0.120640E+02  -0.173030E+02   0.666534E+05   0.123708E+02
  1944   0.220010E+03   0.120292E+02  -0.174857E+02   0.665796E+05   0.122791E+02
  1945   0.220027E+03   0.119932E+02  -0.176656E+02   0.665059E+05   0.121932E+02
  1946   0.220056E+03   0.119559E+02  -0.178427E+02   0.664323E+05   0.121135E+02
  1947   0.220096E+03   0.119174E+02  -0.180168E+02   0.663588E+05   0.120406E+02
  1948   0.220147E+03   0.118776E+02  -0.181878E+02   0.662854E+05   0.119747E+02
  1949   0.220209E+03   0.118366E+02  -0.183558E+02   0.662122E+05   0.119164E+02
  1950   0.220282E+03   0.117944E+02  -0.185206E+02   0.661390E+05   0.118660E+02
  1951   0.220366E+03   0.117510E+02  -0.186821E+02   0.660660E+05   0.118240E+02
  1952   0.220459E+03   0.117065E+02  -0.188403E+02   0.659931E+05   0.117901E+02
  1953   0.220562E+03   0.116608E+02  -0.189952E+02   0.659202E+05   0.117638E+02
  1954   0.220674E+03   0.116141E+02  -0.191466E+02   0.658475E+05   0.117449E+02
  1955   0.220797E+03   0.115661E+02  -0.192946E+02   0.657749E+05   0.117329E+02
  1956   0.220928E+03   0.115171E+02  -0.194391E+02   0.657024E+05   0.117276E+02
  1957   0.221068E+03   0.114671E+02  -0.195801E+02   0.656300E+05   0.117285E+02
  1958   0.221217E+03   0.114160E+02  -0.197174E+02   0.655577E+05   0.117352E+02
  1959   0.221374E+03   0.113639E+02  -0.198511E+02   0.654855E+05   0.117474E+02
  1960   0.221540E+03   0.113108E+02  -0.199811E+02   0.654134E+05   0.117648E+02
  1961   0.221713E+03   0.112567E+02  -0.201073E+02   0.653415E+05   0.117870E+02
  1962   0.221893E+03   0.112016E+02  -0.202298E+02   0.652696E+05   0.118135E+02
  1963   0.222082E+03   0.111456E+02  -0.203484E+02   0.651978E+05   0.118441E+02
  1964   0.222276E+03   0.110886E+02  -0.204632E+02   0.651262E+05   0.118783E+02
  1965   0.222477E+03   0.110307E+02  -0.205740E+02   0.650546E+05   0.119159E+02
  1966   0.222685E+03   0.109719E+02  -0.206809E+02   0.649832E+05   0.119564E+02
  1967   0.222899E+03   0.109122E+02  -0.207838E+02   0.649119E+05   0.119994E+02
